Dataset_Name,numberofFeatres,logofFeatures,numberofInstances,logofInstances,numberofClasses,numberofNumericalFeatures,numberofCategoricalFeatures,ratio,entropy,classprobmax,classprobmin,classprobmean,classprobstd,symbolsmean,symbolssum,symbolsstd,skewnessmin,skewnessmax,skewnessmean,skewnessstd,kurtosismin,kurtosismax,kurtosismean,kurtosisstd,DatasetRatioofNumberofFeaturestoNumberofInstances
modified_reg2,13,2.5649493574615367,506,6.226536669287466,455,13,0,0.0,8.773953184356728,0.0059288537549407,0.0019762845849802,0.0021978021978021,0.0006896351464525,44.37079586804499,285468.64521999995,45.31942165676657,-0.8023249268537809,5.223148798243851,1.198652540089281,1.6194940502889732,-1.2335396011495188,37.13050912952203,3.892885172563052,10.415174005828035,0.025691699604743
modified_reg20,11,2.3978952727983707,52,3.951243718581428,52,11,0,0.0,5.7004397181410935,0.0192307692307692,0.0192307692307692,0.0192307692307692,3.50329601645911e-18,1817.515826692343,1034082.6090927284,4144.735428478693,-1.0148579407377194,2.40677184022762,1.2154459517807998,1.1926128600406316,-1.2702907815728386,7.540642604517833,3.1812204763810485,2.8059514609664893,0.2115384615384615
modified_reg21,41,3.713572066704308,5711,8.650149418664864,4763,41,0,0.0,12.217351905270334,0.0002099958000839,0.0002099958000839,0.0002099958000839,0.0,25551.299953954585,2.952305067083217e-12,88854.35688931952,-0.1078642982888655,19.066710229017467,6.01548828097929,3.478776425963403,-1.8273299358004345,361.6913461215139,46.10368894602065,68.39357537946303,0.0071791279985991
modified_reg22,8,2.079441541679836,5658,8.640825751861513,5658,8,0,0.0,12.466076461396248,0.0001767408978437,0.0001767408978437,0.0001767408978437,0.0,132898.32984200702,12688626.068606,203903.2604833703,-0.3841265422024679,0.6384219789174013,0.0289113800166592,0.2917077006055392,-1.8018505712668096,-0.0431221572293121,-1.04084836890088,0.5874626547580403,0.00141392718275
modified_reg23,22,3.091042453358316,550068,13.217797185929944,18105,22,0,0.0,13.250226147854166,0.0003472297970432,1.817957052582589e-06,5.5233360950013806e-05,6.7943813674355e-05,422.3379898650547,15108753.0,1070.7036173265408,-1.173946092449046,5.783764547197149,1.5038277711715045,1.5813040109859435,-1.8956227327196589,31.452046694341632,2.8908403989447304,8.166292991122692,3.999505515681697e-05
modified_reg24,16,2.772588722239781,9994,9.20974019190415,2,9,7,1.2857142857142858,0.6904891346115123,0.8151891134680809,0.1848108865319191,0.5,0.4457447189789123,206.9602758544016,18633748.972,224.8951411524748,-0.4209302777432467,12.97275234181623,1.924883265909778,3.483405564487919,-1.8231825967709656,397.1885145524141,43.58714762225144,121.27286641159174,0.0016009605763458
modified_reg25,18,2.8903717578961645,99457,11.50748066893427,40,18,0,0.0,4.99171639329746,0.0698794453884593,0.0092703379349869,0.025,0.0187296804173389,178.94594713740057,68847892.91,1006.7596979814092,-0.4000460775382464,4.125592252438737,2.151270284167759,1.2460753995483336,-1.840000137168382,15.02081348941445,4.493708482392034,5.770416291259935,0.0001809827362578
modified_reg26 ,18,2.8903717578961645,99457,11.50748066893427,40,18,0,0.0,4.99171639329746,0.0698794453884593,0.0092703379349869,0.025,0.0187296804173389,178.94594713740054,251802321.25000003,1006.7596979814092,-0.4000460775382464,4.125592252438737,2.151270284167759,1.2460753995483338,-1.840000137168382,15.02081348941445,4.493708482392034,5.770416291259935,0.0001809827362578
modified_reg27,4,1.3862943611198906,888,6.78897174299217,808,4,0,0.0,9.61253548909298,0.0033783783783783,0.0011261261261261,0.0012376237623762,0.0003457667740587,15858.370495495496,3598322.0,8450.426268480613,0.0161640880528529,0.1514987068618651,0.0619622047566855,0.0629036105582173,-0.4489909489005295,-0.3593875263779154,-0.4212583082678878,0.0416188767623632,0.0045045045045045
modified_reg28,7,1.9459101490553128,1000,6.907755278982137,990,7,0,0.0,9.945784284662087,0.002,0.001,0.001010101010101,0.0001000454391152,104.209671,714088.328,112.1422191641824,0.0070774478533288,0.8925698049581423,0.5141867663526857,0.4719297170146602,-1.2185914281163357,-0.0818847579043509,-0.5590377893064035,0.5955151944997695,0.007
modified_reg29,24,3.1780538303479458,1017209,13.8325731603085,2,16,8,2.0,0.9961511957867888,0.5365062637078516,0.4634937362921484,0.5,0.0516276532472124,1013.3071060740712,16492426655.0,2068.569249262617,-1.7580445463163017,15.655814444465037,2.5781735632464664,4.592771635767499,-1.9999988464248224,243.1050039038917,25.512231900622755,60.69052984145328,2.3593971347087964e-05
modified_reg3,15,2.70805020110221,8523,9.050523670522296,2,7,8,0.875,0.4990199377976032,0.8902968438343306,0.1097031561656693,0.5,0.5519630899019242,339.0460810979647,20229844.50948128,640.1791618546614,-0.6492031201529692,2.5117072649789978,0.7240210589563567,0.8728752813507998,-1.8085845559285407,4.309684636871038,-0.1778695575147585,2.0963246679432417,0.0017599436818021
modified_reg30,4,1.3862943611198906,2670931,14.79793765873708,173,4,0,0.0,0.6435053635245052,0.9032850343194938,3.744012855442541e-07,0.0057803468208092,0.0688129066848295,149.55498293946962,1594517888.550002,27.37235786281005,-0.0779862567086818,303.3431207554856,75.97588285664693,151.57832042100068,-1.2513997418653184,201352.1368092196,50337.22538772511,100676.6076144081,1.4976051421770162e-06
modified_reg31,12,2.4849066497880004,8523,9.050523670522296,3493,12,0,0.0,11.402028987538433,0.0019946028393758,0.0001173295787868,0.0002862868594331,0.0002294495525412,427.4017975320277,25121820.83398567,495.3996595799574,-0.8618661172691355,1.1775306028542796,0.2226536293577247,0.630763171199193,-1.6200556722609354,1.6794454826024237,-0.4996686029863488,1.1570683759971214,0.0014079549454417
modified_reg32,6,1.791759469228055,1048575,13.862942657524137,129657,6,0,0.0,7.104229435549285,0.4706797320172615,9.536752259018191e-07,7.712657241799518e-06,0.001314505973165,87476.81925673185,550099623731.0,123494.6978358055,-0.1804840854802064,46.86818797559784,8.983156962847064,18.785340735525647,-1.2004553195658996,2865.212371602283,490.6180213553371,1163.7879370765054,5.722051355410915e-06
modified_reg33,21,3.044522437723423,188340,12.146004119064054,299,21,0,0.0,6.794556551056456,0.0181958160773069,5.3095465647233726e-06,0.0033444816053511,0.0052029259193938,2146.604784670074,8477276588.039998,4025.966917626948,-0.2110210472027791,3.8002932698982894,1.2648574398164592,1.0651641901058726,-1.9867361527378995,12.442361063712385,1.1630638857473614,3.700462695423045,0.0001115004778591
modified_reg34,4,1.3862943611198906,888,6.78897174299217,808,4,0,0.0,9.61253548909298,0.0033783783783783,0.0011261261261261,0.0012376237623762,0.0003457667740587,15858.370495495496,3598322.0,8450.426268480613,0.0161640880528529,0.1514987068618651,0.0619622047566855,0.0629036105582173,-0.4489909489005295,-0.3593875263779154,-0.4212583082678878,0.0416188767623632,0.0045045045045045
modified_reg35,10,2.302585092994046,1000,6.907755278982137,2,5,5,1.0,0.9295231861792264,0.655,0.345,0.5,0.2192031021678297,74.64290199999999,374692.51,101.71790965097296,0.0040060195348424,0.8925698049581418,0.3870111652731102,0.3936102060273376,-2.00399595575504,-0.0818847579043513,-1.328655486395674,0.4968275117453301,0.01
modified_reg36,10,2.302585092994046,1000,6.907755278982137,2,5,5,1.0,0.9295231861792264,0.655,0.345,0.5,0.2192031021678297,74.642902,374692.51,101.71790965097296,0.0040060195348424,0.8925698049581418,0.3870111652731101,0.3936102060273376,-2.00399595575504,-0.0818847579043513,-1.328655486395674,0.4968275117453301,0.01
modified_reg37,9,2.19722457733622,395000,12.88664104388326,126,9,0,0.0,1.9853496744511223,0.6243594936708861,2.531645569620253e-06,0.0079365079365079,0.057741739146018,207.1989429535865,736106819.2,265.6282055270098,-0.0489814717121396,14.120888391825124,2.0369755400001632,4.651912707987618,-1.524596671615006,482.4124362378075,54.49140630579496,160.56098079494825,2.278481012658228e-05
modified_reg38,16,2.772588722239781,5923,8.686598356276965,5923,16,0,0.0,12.532112370795002,0.0001688333614722,0.0001688333614722,0.0001688333614722,0.0,0.6529102650694144,61875.0000000818,0.6963526777755427,-0.3505165603513958,3.400248974458378,0.3674915216575448,0.9119191272726658,-2.000674648639285,9.56492273056499,-0.7019467537076205,2.813746536406426,0.0027013337835556
modified_reg39,11,2.3978952727983707,13710,9.52588077255636,8703,11,0,0.0,12.717744771479062,0.0012399708242159,7.293946024799416e-05,0.0001149029070435,0.0001039619027774,375.6099922863572,29574213.670186017,400.26657267401055,-0.438461369865537,2.053128205979109,0.4433986918166638,0.758058663668344,-1.8161019857013825,3.48192518338832,-0.2634694157363445,1.6612799467006163,0.0008023340627279
modified_reg4,15,2.70805020110221,378708,12.844520738567736,3731,15,0,0.0,9.48377120151052,0.0110612926053846,2.6405568406265514e-06,0.0002680246582685,0.0008421709058781,154.17190198624266,428140187.8610899,168.82728714172495,-1.256761906196089,8.610671383703622,1.3301707140737131,2.630476917126217,-1.207108342197719,72.14404267899539,8.8993016805035,18.50350122663276,3.960835260939827e-05
modified_reg40,5,1.6094379124341005,1383897,14.140413990424982,408,5,0,0.0,1.8764507867324467,0.6547640467462535,7.225971296996814e-07,0.0024509803921568,0.0336002886431436,2148.698265116552,14864724612.0,2785.903250297362,-0.0922469135092752,57.64018232237528,23.08754395992801,31.542222557133783,-1.2281926423945648,5286.102839792986,2113.738521889993,2895.958985214987,3.612985648498407e-06
modified_reg42,9,2.19722457733622,3054348,14.93207670718848,379610,9,0,0.0,8.837095019389176,0.3122568220779034,3.2740211658920335e-07,2.634282553146647e-06,0.0005187923794699,47.622159266660354,212517078.0,367.0771003721911,-3.3002688536968843,11.299618155392382,1.7033507600678617,4.593832246105351,-1.2562449302005798,250.88638946810136,46.87936084456995,93.93299040843954,2.9466190493028298e-06
modified_reg43,36,3.58351893845611,8523,9.050523670522296,3493,5,31,0.1612903225806451,11.402028987538433,0.0019946028393758,0.0001173295787868,0.0002862868594331,0.0002294495525412,866.6074678959445,18381966.83398567,755.2172967109191,-0.6492031201529692,11.411629022356436,3.115714301999048,3.015516016303024,-1.9733666190597083,128.2553731874715,16.758160525040633,29.05445897913963,0.0042238648363252
modified_reg44,4,1.3862943611198906,896,6.79794041297493,816,4,0,0.0,9.627098476740272,0.0033482142857142,0.0011160714285714,0.0012254901960784,0.0003411675435613,15851.275390625,3632201.0,8459.480052756457,0.0303668629792321,0.1487936429105525,0.0720581713804626,0.0549190283357567,-0.4561162738445872,-0.2597512337561123,-0.3198754638195428,0.0914228385812424,0.0044642857142857
modified_reg45,4,1.3862943611198906,200,5.298317366548036,121,4,0,0.0,6.752965862251096,0.025,0.005,0.0082644628099173,0.0042185475285563,53.72075,40172.100000000006,36.5890193711988,-0.0698533621327457,0.8947204074986175,0.3316532754848071,0.4244258266541305,-1.2604014033120108,0.6495019091381007,-0.5615658846384557,0.8982395837293382,0.02
modified_reg46,67,4.204692619390966,9988,9.209139651399664,6056,67,0,0.0,12.18253283983514,0.0056067280736884,0.000100120144173,0.0001651254953764,0.0001787166084212,892.3529422168998,594927681.5494803,3915.340304445098,-5.025835322077213,26.65789596194641,4.893221400395579,7.7126350117511295,-1.901119911166221,708.7853444624548,93.9824408458982,204.57103903999885,0.0067080496595915
modified_reg47,17,2.833213344056216,476972,13.07521306793791,3741,17,0,0.0,8.081795349159226,0.0355324840871162,2.0965591271605043e-06,0.0002673082063619,0.0014116152621095,1.1886001353637805,1430164.0000004647,15.27671362242452,0.1854152675484811,34.249177374573364,3.995438057456584,7.94515591827267,-1.9656294206941127,2015.709391819563,125.85483215595052,487.4790670967432,3.564150516172857e-05
modified_reg48,6,1.791759469228055,5922,8.686429508661536,5922,6,0,0.0,12.531868775177555,0.0001688618709895,0.0001688618709895,0.0001688618709895,2.710734310710155e-20,173725.4463545408,134834.8095437044,232298.3829174121,-0.178341840987545,0.6908080814460278,0.0353332339287645,0.3326200572606921,-1.835139193103884,0.1113069303733986,-0.808808785891192,0.766468649522618,0.0010131712259371
modified_reg49,21,3.044522437723423,4248,8.354203562921775,2,13,8,1.625,0.9877853093429982,0.5649717514124294,0.4350282485875706,0.5,0.0918839320185909,165.70328118209474,9159438.0,162.20869906813004,-0.4035890104322814,4.443272786830081,1.2167462335511685,1.1128208086668725,-1.9321600546475293,35.33911239210227,2.9216587654279884,8.050793909800603,0.0049435028248587
modified_reg5,7,1.9459101490553128,655,6.484635235635252,36,7,0,0.0,3.3157433929697784,0.3786259541984733,0.0015267175572519,0.0277777777777777,0.0678412731701268,544.1481679389314,2494018.67,544.5959520155374,0.0205354213359214,2.125895221525888,1.099882248945579,0.9485850561456854,-1.968497904248516,9.780631692841556,2.9959268680556272,4.582830770434927,0.0106870229007633
modified_reg50,31,3.4339872044851463,844392,13.64637212072857,21734,31,0,0.0,13.404167807863017,0.0002546210764668,1.1842840765900195e-06,4.601085856262078e-05,5.6297472796928425e-05,224.62525145238084,6644102.055741187,557.4817461106601,-30.41229458004517,109.04076025739154,8.204598473226051,24.6648351632678,-1.9999770380658093,11887.915554848209,657.0973020169031,2339.474999516942,3.671280637429061e-05
modified_reg51,48,3.871201010907891,180519,12.10359131437319,2,39,9,4.333333333333333,0.9727344635013468,0.5969011572189077,0.4030988427810923,0.5,0.1370389307486268,4700.975953780922,33096365893.82255,10536.686234543036,-4.741834070263963,6.439303119629733,0.6077120769907225,1.8705625644489408,-1.9623569579002984,71.37725865589996,6.661239454300998,16.89415232681085,0.0002658999883668
modified_reg52,40,3.688879454113936,1931233,14.473669217000452,338001,7,33,0.2121212121212121,11.291019417442492,0.0596981306761017,5.178039107658164e-07,2.9585711284877883e-06,0.0001808864534588,202.63940079847336,1902093008.0,376.3136606925164,-0.2256565565991742,26.90445498839678,5.8310721832037125,4.763248614963012,-1.2326714431493286,721.850445776635,57.178803333006286,126.99285878521174,2.071215643063266e-05
modified_reg53,2,0.6931471805599453,72,4.276666119016055,72,2,0,0.0,6.169925001442312,0.0138888888888888,0.0138888888888888,0.0138888888888888,3.4937942468144895e-18,6359.043124999999,10000.0,4914.491876744071,1.5840970933383445,1.607209492838067,1.5956532930882057,0.0163429344157461,1.2010250471298898,1.6223428556572133,1.4116839513935515,0.2979166794443258,0.0277777777777777
modified_reg54,6,1.791759469228055,2121,7.659642954564682,1636,6,0,0.0,10.535079863295362,0.0028288543140028,0.0004714757190004,0.0006112469437652,0.000312267278669,60.955677989941854,33722.1628,201.3203198969951,-2.285455574596533,3.349168066264496,0.5113749302708941,1.8778885597949504,-1.4853060761847514,37.0033826891731,8.885438819481223,15.207862134857976,0.0028288543140028
modified_reg55,11,2.3978952727983707,421570,12.95174111618222,2,8,3,2.6666666666666665,0.4722953956670553,0.8989562824679176,0.1010437175320824,0.5,0.5642093854600805,19352.25519371338,65266834932.11,21901.04816213617,-0.3258497664635348,4.4384669771914735,1.3116439872330754,1.7370720550767296,-1.788000946752952,21.49128990832619,4.2239069829206,8.809410933415565,2.6092938302061344e-05
modified_reg56,9,2.19722457733622,322047,12.682452776607942,56108,9,0,0.0,9.130379077745031,0.2281685592475632,3.1051368278543195e-06,1.782277037142654e-05,0.001017645752023,69.5088360121708,70591437.39697768,410.8418761621349,-1.379745272176809,13.376369061413966,2.5498386918712304,5.506325883259473,-1.295590246667265,675.0556551918411,101.12425973715638,229.5534193533651,2.794623145068888e-05
modified_reg6,18,2.8903717578961645,421570,12.95174111618222,359464,18,0,0.0,18.18854334124656,0.0008373461109661,2.3720853001873948e-06,2.78191974717913e-06,4.5629182839414e-06,29011.96931817309,213413147311.2101,51734.59253725823,-0.6933113912785097,14.92234105657218,3.2489694958344293,4.651069186611736,-1.8297143643268128,248.09537056975668,41.25456796726069,74.90786141267137,4.269753540337311e-05
modified_reg7,11,2.3978952727983707,541909,13.202853369646592,5062,11,0,0.0,8.200446546079608,0.037801549706685,1.845328274673423e-06,0.0001975503753457,0.0012024035360182,3812.138805525041,20647508744.214,2608.583456982155,-3.5838683709573744,361.70001715819177,81.0323592010478,145.113791955344,-1.2416716954033538,151397.86796750687,30027.485450349035,55550.58570573059,2.029861102140765e-05
modified_reg8,12,2.4849066497880004,1573,7.360739903058278,192,12,0,0.0,7.08815376165545,0.0445009535918626,0.0006357279084551,0.0052083333333333,0.0049453096775144,413.0915490570037,7791505.81,2692.405628717068,-0.530912194657049,8.706746024363477,2.55077888963936,2.914408385470661,-1.9290228818605584,73.9013871396943,15.755908001461997,23.358653942952117,0.0076287349014621
modified_reg9,9,2.1972245773362196,1048575,13.862942657524135,129657,9,0,0.0,7.104229435549285,0.47067973201726154,9.536752259018191e-07,7.712657241799518e-06,0.0013145059731650313,258.43800785357377,2182513925.0,267.1432795795115,0.0,46.86818797559784,6.20989267186518,15.422305624792912,-1.7615319363654787,2865.212371602283,326.5659071893803,952.3948073878254,8.583077033116372e-06
